trans_id                                           account_id                                         date                                               type                                               operation                                          amount                                             balance                                            k_symbol                                           bank                                               account
404590                                             1378                                               930304                                             "PRIJEM"                                           "VKLAD"                                            1100.00                                            1100.00                                            ""                                                 NULL                                               NULL
505751                                             1726                                               930304                                             "VYDAJ"                                            "VYBER"                                            3200.00                                            31882.20                                           ""                                                 NULL                                               NULL
251559                                             862                                                930304                                             "VYDAJ"                                            "VYBER"                                            10700.00                                           33972.20                                           ""                                                 NULL                                               NULL
712153                                             2434                                               930304                                             "PRIJEM"                                           "VKLAD"                                            10600.00                                           15603.60                                           ""                                                 NULL                                               NULL
732241                                             2503                                               930305                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
332727                                             1132                                               930305                                             "VYDAJ"                                            "VYBER"                                            11800.00                                           37444.10                                           ""                                                 NULL                                               NULL
145128                                             485                                                930305                                             "VYDAJ"                                            "VYBER"                                            25300.00                                           51543.90                                           ""                                                 NULL                                               NULL
537878                                             1830                                               930305                                             "PRIJEM"                                           "VKLAD"                                            11538.00                                           12538.00                                           ""                                                 NULL                                               NULL
783293                                             2670                                               930305                                             "PRIJEM"                                           "VKLAD"                                            24381.00                                           48472.80                                           ""                                                 NULL                                               NULL
637744                                             2177                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5123.00                                            16215.20                                           "DUCHOD"                                           "YZ"                                               "62457513"
400898                                             1366                                               930305                                             "PRIJEM"                                           "VKLAD"                                            7626.00                                            8526.00                                            ""                                                 NULL                                               NULL
1157042                                            3960                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4807.00                                            5307.00                                            "DUCHOD"                                           "OP"                                               "33740347"
330662                                             1127                                               930305                                             "PRIJEM"                                           "VKLAD"                                            23330.00                                           49071.50                                           ""                                                 NULL                                               NULL
685666                                             2342                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3247.00                                            3647.00                                            ""                                                 "EF"                                               "42284852"
1313409                                            4484                                               930305                                             "VYDAJ"                                            "VYBER"                                            8900.00                                            32352.90                                           ""                                                 NULL                                               NULL
2442346                                            8051                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    26040.00                                           26240.00                                           ""                                                 "KL"                                               "35675579"
560901                                             1909                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3191.00                                            7182.00                                            ""                                                 "AB"                                               "24230474"
166981                                             559                                                930305                                             "PRIJEM"                                           "VKLAD"                                            300.00                                             300.00                                             ""                                                 NULL                                               NULL
73512                                              244                                                930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3972.00                                            4772.00                                            ""                                                 "IJ"                                               "12078875"
110537                                             374                                                930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    23041.00                                           45050.60                                           ""                                                 "WX"                                               "4004806"
498392                                             1699                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5224.00                                            11248.00                                           "DUCHOD"                                           "CD"                                               "94008880"
700136                                             2396                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4203.00                                            4703.00                                            "DUCHOD"                                           "OP"                                               "27204734"
529775                                             1806                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5029.00                                            10458.00                                           "DUCHOD"                                           "UV"                                               "39912659"
224345                                             764                                                930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6238.00                                            13576.00                                           "DUCHOD"                                           "UV"                                               "30560720"
232963                                             793                                                930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3401.00                                            11035.70                                           ""                                                 "IJ"                                               "6149286"
1910797                                            6473                                               930305                                             "PRIJEM"                                           "VKLAD"                                            42227.00                                           78497.00                                           ""                                                 NULL                                               NULL
1935476                                            6555                                               930305                                             "PRIJEM"                                           "VKLAD"                                            300.00                                             300.00                                             ""                                                 NULL                                               NULL
851328                                             2902                                               930305                                             "PRIJEM"                                           "VKLAD"                                            20213.00                                           44533.20                                           ""                                                 NULL                                               NULL
846310                                             2881                                               930305                                             "PRIJEM"                                           "VKLAD"                                            2700.00                                            24402.70                                           ""                                                 NULL                                               NULL
3393741                                            11265                                              930305                                             "PRIJEM"                                           "VKLAD"                                            7618.00                                            26079.80                                           ""                                                 NULL                                               NULL
101389                                             346                                                930305                                             "PRIJEM"                                           "VKLAD"                                            19935.00                                           41932.00                                           ""                                                 NULL                                               NULL
710069                                             2429                                               930305                                             "PRIJEM"                                           "VKLAD"                                            14609.00                                           15209.00                                           ""                                                 NULL                                               NULL
711473                                             2433                                               930305                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4718.00                                            5218.00                                            "DUCHOD"                                           "OP"                                               "98568486"
655855                                             2242                                               930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    43493.00                                           43793.00                                           ""                                                 "CD"                                               "7862908"
336634                                             1144                                               930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3375.00                                            6950.00                                            ""                                                 "GH"                                               "1589578"
333299                                             1134                                               930306                                             "PRIJEM"                                           "VKLAD"                                            11970.00                                           12370.00                                           ""                                                 NULL                                               NULL
144776                                             485                                                930306                                             "VYDAJ"                                            "PREVOD NA UCET"                                   1591.00                                            49952.90                                           " "                                                "WX"                                               "56978738"
139101                                             465                                                930306                                             "PRIJEM"                                           "VKLAD"                                            6800.00                                            20329.10                                           ""                                                 NULL                                               NULL
137466                                             461                                                930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6388.00                                            6988.00                                            "DUCHOD"                                           "YZ"                                               "91520028"
119438                                             401                                                930306                                             "PRIJEM"                                           "VKLAD"                                            12817.00                                           31968.10                                           ""                                                 NULL                                               NULL
256849                                             882                                                930306                                             "PRIJEM"                                           "VKLAD"                                            300.00                                             300.00                                             ""                                                 NULL                                               NULL
218878                                             744                                                930306                                             "PRIJEM"                                           "VKLAD"                                            400.00                                             400.00                                             ""                                                 NULL                                               NULL
58947                                              197                                                930306                                             "PRIJEM"                                           "VKLAD"                                            21718.00                                           22518.00                                           ""                                                 NULL                                               NULL
57436                                              192                                                930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5859.00                                            12018.00                                           "DUCHOD"                                           "GH"                                               "15384018"
621772                                             2122                                               930306                                             "PRIJEM"                                           "VKLAD"                                            7597.00                                            79940.00                                           ""                                                 NULL                                               NULL
883006                                             3008                                               930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6934.00                                            7134.00                                            "DUCHOD"                                           "QR"                                               "33148783"
275309                                             943                                                930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3217.00                                            7247.70                                            ""                                                 "OP"                                               "70103525"
1163523                                            3983                                               930306                                             "PRIJEM"                                           "VKLAD"                                            14626.00                                           30205.10                                           ""                                                 NULL                                               NULL
1163704                                            3983                                               930306                                             "VYDAJ"                                            "VYBER"                                            200.00                                             30005.10                                           ""                                                 NULL                                               NULL
2798252                                            9265                                               930306                                             "VYDAJ"                                            "VYBER"                                            19000.00                                           47012.90                                           ""                                                 NULL                                               NULL
285075                                             979                                                930306                                             "PRIJEM"                                           "VKLAD"                                            17914.00                                           18914.00                                           ""                                                 NULL                                               NULL
286075                                             982                                                930306                                             "PRIJEM"                                           "VKLAD"                                            4550.00                                            10018.60                                           ""                                                 NULL                                               NULL
1132665                                            3871                                               930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4356.00                                            9012.00                                            "DUCHOD"                                           "GH"                                               "31564527"
840174                                             2861                                               930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5915.00                                            6215.00                                            "DUCHOD"                                           "ST"                                               "10531437"
1578991                                            5369                                               930306                                             "PRIJEM"                                           "VKLAD"                                            5643.00                                            6543.00                                            ""                                                 NULL                                               NULL
506453                                             1730                                               930306                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6689.00                                            14278.00                                           "DUCHOD"                                           "ST"                                               "43294817"
192367                                             652                                                930306                                             "VYDAJ"                                            "VYBER"                                            4800.00                                            26657.60                                           ""                                                 NULL                                               NULL
105736                                             361                                                930306                                             "PRIJEM"                                           "VKLAD"                                            23638.00                                           24238.00                                           ""                                                 NULL                                               NULL
655275                                             2241                                               930307                                             "PRIJEM"                                           "VKLAD"                                            11584.00                                           11784.00                                           ""                                                 NULL                                               NULL
695341                                             2378                                               930307                                             "VYDAJ"                                            "PREVOD NA UCET"                                   9612.00                                            47502.80                                           "SIPO"                                             "EF"                                               "1222903"
26045                                              86                                                 930307                                             "PRIJEM"                                           "VKLAD"                                            800.00                                             800.00                                             ""                                                 NULL                                               NULL
42523                                              142                                                930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4555.00                                            5455.00                                            "DUCHOD"                                           "QR"                                               "39513594"
1108944                                            3787                                               930307                                             "PRIJEM"                                           "VKLAD"                                            20950.00                                           21750.00                                           ""                                                 NULL                                               NULL
1176388                                            4034                                               930307                                             "PRIJEM"                                           "VKLAD"                                            5080.00                                            18383.70                                           ""                                                 NULL                                               NULL
649668                                             2220                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6153.00                                            7253.00                                            "DUCHOD"                                           "MN"                                               "42469984"
144848                                             485                                                930307                                             "VYDAJ"                                            "PREVOD NA UCET"                                   3572.00                                            46380.90                                           "POJISTNE"                                         "AB"                                               "20747721"
129505                                             435                                                930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5039.00                                            10478.00                                           "DUCHOD"                                           "MN"                                               "22131634"
138715                                             465                                                930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    12785.00                                           33114.10                                           ""                                                 "UV"                                               "71654224"
347546                                             1179                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4212.00                                            9124.00                                            "DUCHOD"                                           "WX"                                               "72322171"
148420                                             496                                                930307                                             "PRIJEM"                                           "VKLAD"                                            5404.00                                            6204.00                                            ""                                                 NULL                                               NULL
122540                                             411                                                930307                                             "PRIJEM"                                           "VKLAD"                                            2900.00                                            21839.20                                           ""                                                 NULL                                               NULL
541684                                             1843                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    17632.00                                           40164.00                                           ""                                                 "QR"                                               "76294219"
542218                                             1844                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3242.00                                            10254.20                                           ""                                                 "ST"                                               "42988401"
682549                                             2330                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3395.00                                            6990.00                                            ""                                                 "ST"                                               "18759459"
260044                                             890                                                930307                                             "PRIJEM"                                           "VKLAD"                                            10700.00                                           18464.00                                           ""                                                 NULL                                               NULL
1068643                                            3651                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5081.00                                            5881.00                                            "DUCHOD"                                           "WX"                                               "38447165"
566014                                             1926                                               930307                                             "PRIJEM"                                           "VKLAD"                                            3900.00                                            22182.60                                           ""                                                 NULL                                               NULL
1028983                                            3514                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3399.00                                            7411.10                                            ""                                                 "GH"                                               "67514222"
579376                                             1972                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5298.00                                            16336.90                                           "DUCHOD"                                           "UV"                                               "14132887"
469894                                             1601                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    4042.00                                            4542.00                                            "DUCHOD"                                           "CD"                                               "45886778"
3122927                                            10364                                              930307                                             "PRIJEM"                                           "VKLAD"                                            14493.00                                           34324.30                                           ""                                                 NULL                                               NULL
286583                                             982                                                930307                                             "PRIJEM"                                           "VKLAD"                                            8200.00                                            18218.70                                           ""                                                 NULL                                               NULL
292056                                             1000                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    31348.00                                           61418.30                                           ""                                                 "ST"                                               "87163465"
737261                                             2519                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5544.00                                            11588.00                                           "DUCHOD"                                           "GH"                                               "5454445"
2775582                                            9188                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    12710.00                                           13510.00                                           ""                                                 "GH"                                               "78292494"
893648                                             3047                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    3474.00                                            4074.00                                            ""                                                 "KL"                                               "47210419"
462814                                             1575                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    5448.00                                            6348.00                                            "DUCHOD"                                           "IJ"                                               "85748850"
185061                                             627                                                930307                                             "PRIJEM"                                           "VKLAD"                                            700.00                                             23710.50                                           ""                                                 NULL                                               NULL
519754                                             1775                                               930307                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    6932.00                                            7832.00                                            "DUCHOD"                                           "WX"                                               "16577571"
454772                                             1545                                               930308                                             "PRIJEM"                                           "VKLAD"                                            200.00                                             200.00                                             ""                                                 NULL                                               NULL
242369                                             830                                                930308                                             "PRIJEM"                                           "VKLAD"                                            16623.00                                           16823.00                                           ""                                                 NULL                                               NULL
144704                                             485                                                930308                                             "VYDAJ"                                            "PREVOD NA UCET"                                   7421.00                                            38959.90                                           "SIPO"                                             "EF"                                               "89687889"
781998                                             2666                                               930308                                             "PRIJEM"                                           "VKLAD"                                            600.00                                             600.00                                             ""                                                 NULL                                               NULL
1238920                                            4240                                               930308                                             "PRIJEM"                                           "PREVOD Z UCTU"                                    27666.00                                           55920.00                                           ""                                                 "EF"                                               "17497700"
1149991                                            3935                                               930308                                             "PRIJEM"                                           "VKLAD"                                            1000.00                                            1000.00                                            ""                                                 NULL                                               NULL
117636                                             396                                                930308                                             "PRIJEM"                                           "VKLAD"                                            1000.00                                            1000.00                                            ""                                                 NULL                                               NULL
123332                                             415                                                930308                                             "PRIJEM"                                           "VKLAD"                                            13110.00                                           13510.00                                           ""                                                 NULL                                               NULL
